household_id;municipality_id;grid_id;HLA;HSC;HSI;age;SEX;AG2;EMP
053620008008-22;053620008008;100mN31007E40888;MC;NA;5;10;M;0614;NEP
053620008008-22;053620008008;100mN31007E40888;MC;NA;5;30;F;3039;EMP
053620008008-22;053620008008;100mN31007E40888;MC;NA;5;12;F;0614;NEP
053620008008-23;053620008008;100mN30986E40847;MC;NA;4;26;M;2529;EMP
053620008008-23;053620008008;100mN30986E40847;MC;NA;4;18;F;1824;EMP
053620008008-23;053620008008;100mN30986E40847;MC;NA;4;7;F;0614;NEP
053620008008-23;053620008008;100mN30986E40847;MC;NA;4;10;F;0614;NEP
053620008008-24;053620008008;100mN31008E40930;S;NA;1;89;F;75XX;EMP
053620008008-25;053620008008;100mN31001E40827;MC;OS;5;73;F;6574;NEP
053620008008-25;053620008008;100mN31001E40827;MC;OS;5;82;F;75XX;EMP
053620008008-25;053620008008;100mN31001E40827;MC;OS;5;72;F;6574;NEP
053620008008-25;053620008008;100mN31001E40827;MC;OS;5;88;F;75XX;EMP
053620008008-25;053620008008;100mN31001E40827;MC;OS;5;77;F;75XX;NEP
053620008008-26;053620008008;100mN30987E40852;S;NA;1;84;M;75XX;EMP
053620008008-27;053620008008;100mN31001E40827;PO;NA;2;44;M;4049;NEP
053620008008-27;053620008008;100mN31001E40827;PO;NA;2;40;F;4049;NEP
053620008008-28;053620008008;100mN31001E40827;MC;OS;4;71;M;6574;UEP
053620008008-28;053620008008;100mN31001E40827;MC;OS;4;66;M;6574;NEP
053620008008-28;053620008008;100mN31001E40827;MC;OS;4;65;M;6574;EMP
053620008008-28;053620008008;100mN31001E40827;MC;OS;4;65;F;6574;NEP
053620008008-29;053620008008;100mN31049E40882;SM;NA;4;46;M;4049;NEP
053620008008-29;053620008008;100mN31049E40882;SM;NA;4;16;M;1517;EMP
053620008008-29;053620008008;100mN31049E40882;SM;NA;4;7;M;0614;NEP
053620008008-29;053620008008;100mN31049E40882;SM;NA;4;3;F;0305;NEP
053620008008-30;053620008008;100mN31001E40827;S;OS;1;51;F;5064;EMP
053620008008-31;053620008008;100mN30966E40870;MC;NA;5;50;F;5064;NEP
053620008008-31;053620008008;100mN30966E40870;MC;NA;5;53;M;5064;NEP
053620008008-31;053620008008;100mN30966E40870;MC;NA;5;7;F;0614;NEP
053620008008-31;053620008008;100mN30966E40870;MC;NA;5;16;F;1517;NEP
053620008008-31;053620008008;100mN30966E40870;MC;NA;5;30;F;3039;NEP
053620008008-32;053620008008;100mN30970E40872;S;NA;1;23;F;1824;EMP
053620008008-33;053620008008;100mN31001E40827;S;NA;1;28;M;2529;EMP
053620008008-34;053620008008;100mN30966E40872;MC;NA;3;56;F;5064;UEP
053620008008-34;053620008008;100mN30966E40872;MC;NA;3;59;M;5064;EMP
053620008008-34;053620008008;100mN30966E40872;MC;NA;3;13;M;0614;NEP
053620008008-35;053620008008;100mN30973E40886;MC;NA;4;57;F;5064;EMP
053620008008-35;053620008008;100mN30973E40886;MC;NA;4;62;F;5064;EMP
053620008008-35;053620008008;100mN30973E40886;MC;NA;4;6;M;0614;NEP
053620008008-35;053620008008;100mN30973E40886;MC;NA;4;3;M;0305;NEP
053620008008-36;053620008008;100mN31001E40827;MC;NA;2;23;M;1824;EMP
053620008008-36;053620008008;100mN31001E40827;MC;NA;2;18;F;1824;EMP
053620008008-37;053620008008;100mN30977E40858;MC;NA;2;44;F;4049;NEP
053620008008-37;053620008008;100mN30977E40858;MC;NA;2;53;F;5064;EMP
053620008008-38;053620008008;100mN30977E40858;S;NA;1;61;F;5064;EMP
053620008008-39;053620008008;100mN31022E40879;PO;MIX;2;73;M;6574;EMP
053620008008-39;053620008008;100mN31022E40879;PO;MIX;2;6;M;0614;NEP
053620008008-40;053620008008;100mN30987E40852;MC;NA;2;32;M;3039;EMP
053620008008-40;053620008008;100mN30987E40852;MC;NA;2;35;F;3039;NEP
053620008008-41;053620008008;100mN31050E40885;SF;NA;4;76;M;75XX;NEP
053620008008-41;053620008008;100mN31050E40885;SF;NA;4;20;M;1824;NEP
053620008008-41;053620008008;100mN31050E40885;SF;NA;4;13;M;0614;NEP
053620008008-41;053620008008;100mN31050E40885;SF;NA;4;43;F;4049;NEP
053620008008-42;053620008008;100mN31008E40880;MC;NA;4;45;M;4049;NEP
053620008008-42;053620008008;100mN31008E40880;MC;NA;4;41;M;4049;EMP
053620008008-42;053620008008;100mN31008E40880;MC;NA;4;6;F;0614;NEP
053620008008-42;053620008008;100mN31008E40880;MC;NA;4;6;F;0614;NEP
053620008008-43;053620008008;100mN31009E40875;S;NA;1;37;M;3039;EMP
053620008008-44;053620008008;100mN31022E40877;S;OS;1;46;M;4049;NEP
053620008008-45;053620008008;100mN30975E40840;MC;NA;2;63;M;5064;NEP
053620008008-45;053620008008;100mN30975E40840;MC;NA;2;54;M;5064;EMP
053620008008-46;053620008008;100mN30982E40849;MC;OS;2;69;F;6574;NEP
053620008008-46;053620008008;100mN30982E40849;MC;OS;2;77;F;75XX;NEP
053620008008-47;053620008008;100mN30983E40859;MC;NA;2;47;F;4049;NEP
053620008008-47;053620008008;100mN30983E40859;MC;NA;2;52;M;5064;NEP
053620008008-48;053620008008;100mN30982E40849;MC;OS;2;67;M;6574;EMP
053620008008-48;053620008008;100mN30982E40849;MC;OS;2;68;F;6574;EMP
053620008008-49;053620008008;100mN30982E40849;S;NA;1;54;M;5064;EMP
053620008008-50;053620008008;100mN30957E40858;MC;OS;4;68;F;6574;NEP
053620008008-50;053620008008;100mN30957E40858;MC;OS;4;68;F;6574;NEP
053620008008-50;053620008008;100mN30957E40858;MC;OS;4;80;F;75XX;EMP
053620008008-50;053620008008;100mN30957E40858;MC;OS;4;72;M;6574;EMP
053620008008-51;053620008008;100mN30994E40842;S;NA;1;63;F;5064;NEP
053620008008-52;053620008008;100mN31018E40869;MC;NA;2;48;F;4049;EMP
053620008008-52;053620008008;100mN31018E40869;MC;NA;2;53;M;5064;EMP
053620008008-53;053620008008;100mN30972E40843;S;OS;1;60;M;5064;EMP
053620008008-54;053620008008;100mN30982E40849;MC;NA;3;38;F;3039;NEP
053620008008-54;053620008008;100mN30982E40849;MC;NA;3;41;F;4049;NEP
053620008008-54;053620008008;100mN30982E40849;MC;NA;3;0;F;0003;NEP
053620008008-55;053620008008;100mN30999E40829;SF;NA;2;45;M;4049;EMP
053620008008-55;053620008008;100mN30999E40829;SF;NA;2;26;F;2529;NEP
053620008008-56;053620008008;100mN30980E40856;S;NA;1;26;M;2529;EMP
053620008008-57;053620008008;100mN30982E40849;SF;MIX;2;67;M;6574;UEP
053620008008-57;053620008008;100mN30982E40849;SF;MIX;2;44;M;4049;EMP
053620008008-58;053620008008;100mN30982E40849;S;NA;1;28;F;2529;NEP
053620008008-59;053620008008;100mN31000E40829;MC;NA;4;52;M;5064;EMP
053620008008-59;053620008008;100mN31000E40829;MC;NA;4;18;M;1824;EMP
053620008008-59;053620008008;100mN31000E40829;MC;NA;4;27;F;2529;NEP
053620008008-59;053620008008;100mN31000E40829;MC;NA;4;13;M;0614;NEP
053620008008-60;053620008008;100mN30982E40849;S;NA;1;41;M;4049;EMP
053620008008-61;053620008008;100mN30958E40861;S;OS;1;71;M;6574;EMP
053620008008-62;053620008008;100mN30982E40849;MC;NA;2;26;F;2529;EMP
053620008008-62;053620008008;100mN30982E40849;MC;NA;2;30;M;3039;EMP
053620008008-63;053620008008;100mN30980E40852;MC;OS;2;67;M;6574;NEP
053620008008-63;053620008008;100mN30980E40852;MC;OS;2;71;M;6574;EMP
053620008008-64;053620008008;100mN31024E40873;MC;NA;2;46;M;4049;EMP
053620008008-64;053620008008;100mN31024E40873;MC;NA;2;45;M;4049;EMP
053620008008-65;053620008008;100mN30959E40858;S;NA;1;50;F;5064;NEP
053620008008-66;053620008008;100mN30984E40846;S;NA;1;62;F;5064;EMP
053620008008-67;053620008008;100mN30979E40858;MC;NA;2;47;F;4049;EMP
053620008008-67;053620008008;100mN30979E40858;MC;NA;2;46;M;4049;EMP
053620008008-68;053620008008;100mN30972E40871;PO;MIX;4;70;F;6574;EMP
053620008008-68;053620008008;100mN30972E40871;PO;MIX;4;50;F;5064;EMP
053620008008-68;053620008008;100mN30972E40871;PO;MIX;4;48;M;4049;EMP
053620008008-68;053620008008;100mN30972E40871;PO;MIX;4;21;M;1824;EMP
053620008008-69;053620008008;100mN30988E40849;NA;NA;2;53;M;5064;UEP
053620008008-69;053620008008;100mN30988E40849;NA;NA;2;18;F;1824;NEP
053620008008-70;053620008008;100mN31013E40880;MC;NA;5;30;F;3039;EMP
053620008008-70;053620008008;100mN31013E40880;MC;NA;5;27;F;2529;EMP
053620008008-70;053620008008;100mN31013E40880;MC;NA;5;8;M;0614;NEP
053620008008-70;053620008008;100mN31013E40880;MC;NA;5;0;F;0003;NEP
053620008008-70;053620008008;100mN31013E40880;MC;NA;5;15;F;1517;EMP
053620008008-71;053620008008;100mN30957E40863;MC;MIX;2;83;F;75XX;NEP
053620008008-71;053620008008;100mN30957E40863;MC;MIX;2;60;F;5064;NEP
053620008008-72;053620008008;100mN30975E40844;S;NA;1;62;F;5064;NEP
053620008008-73;053620008008;100mN30997E40841;SF;NA;2;52;F;5064;EMP
053620008008-73;053620008008;100mN30997E40841;SF;NA;2;28;M;2529;EMP
053620008008-74;053620008008;100mN30984E40846;MC;NA;2;53;M;5064;EMP
053620008008-74;053620008008;100mN30984E40846;MC;NA;2;48;M;4049;EMP
053620008008-75;053620008008;100mN30984E40846;S;OS;1;51;M;5064;EMP
053620008008-76;053620008008;100mN31004E40926;MC;MIX;3;67;F;6574;EMP
053620008008-76;053620008008;100mN31004E40926;MC;MIX;3;34;M;3039;EMP
053620008008-76;053620008008;100mN31004E40926;MC;MIX;3;32;F;3039;EMP
053620008008-77;053620008008;100mN31009E40885;S;NA;1;77;F;75XX;NEP
053620008008-78;053620008008;100mN30994E40851;MC;OS;2;67;M;6574;EMP
053620008008-78;053620008008;100mN30994E40851;MC;OS;2;66;F;6574;EMP
053620008008-79;053620008008;100mN30987E40852;S;OS;1;78;F;75XX;NEP
053620008008-80;053620008008;100mN30984E40846;MC;NA;2;59;F;5064;NEP
053620008008-80;053620008008;100mN30984E40846;MC;NA;2;60;M;5064;NEP
053620008008-81;053620008008;100mN30984E40846;MC;NA;4;57;M;5064;NEP
053620008008-81;053620008008;100mN30984E40846;MC;NA;4;50;M;5064;NEP
053620008008-81;053620008008;100mN30984E40846;MC;NA;4;18;F;1824;NEP
053620008008-81;053620008008;100mN30984E40846;MC;NA;4;9;M;0614;NEP
053620008008-82;053620008008;100mN30984E40846;PO;NA;5;56;F;5064;NEP
053620008008-82;053620008008;100mN30984E40846;PO;NA;5;56;M;5064;EMP
053620008008-82;053620008008;100mN30984E40846;PO;NA;5;22;F;1824;NEP
053620008008-82;053620008008;100mN30984E40846;PO;NA;5;12;M;0614;NEP
053620008008-82;053620008008;100mN30984E40846;PO;NA;5;1;M;0003;NEP
053620008008-83;053620008008;100mN30999E40831;PO;NA;2;31;F;3039;EMP
053620008008-83;053620008008;100mN30999E40831;PO;NA;2;33;M;3039;NEP
053620008008-84;053620008008;100mN31026E40922;PO;NA;2;63;F;5064;EMP
053620008008-84;053620008008;100mN31026E40922;PO;NA;2;51;M;5064;UEP
053620008008-85;053620008008;100mN30965E40879;MC;NA;3;59;M;5064;EMP
053620008008-85;053620008008;100mN30965E40879;MC;NA;3;58;F;5064;NEP
053620008008-85;053620008008;100mN30965E40879;MC;NA;3;6;M;0614;NEP
053620008008-86;053620008008;100mN30986E40855;MC;NA;2;30;F;3039;EMP
053620008008-86;053620008008;100mN30986E40855;MC;NA;2;37;F;3039;EMP
053620008008-87;053620008008;100mN30984E40846;NA;NA;5;61;F;5064;NEP
053620008008-87;053620008008;100mN30984E40846;NA;NA;5;44;M;4049;UEP
053620008008-87;053620008008;100mN30984E40846;NA;NA;5;42;M;4049;EMP
053620008008-87;053620008008;100mN30984E40846;NA;NA;5;16;F;1517;EMP
053620008008-87;053620008008;100mN30984E40846;NA;NA;5;63;M;5064;EMP
053620008008-88;053620008008;100mN30972E40875;S;NA;1;25;M;2529;NEP
053620008008-89;053620008008;100mN30984E40846;MC;NA;2;60;M;5064;NEP
053620008008-89;053620008008;100mN30984E40846;MC;NA;2;42;F;4049;NEP
053620008008-90;053620008008;100mN30957E40858;S;OS;1;54;M;5064;EMP
053620008008-91;053620008008;100mN30977E40840;S;NA;1;40;F;4049;EMP
053620008008-92;053620008008;100mN30977E40840;MC;NA;3;32;F;3039;EMP
053620008008-92;053620008008;100mN30977E40840;MC;NA;3;44;F;4049;EMP
053620008008-92;053620008008;100mN30977E40840;MC;NA;3;3;M;0305;NEP
053620008008-93;053620008008;100mN30977E40840;S;OS;1;19;M;1824;NEP
053620008008-94;053620008008;100mN30977E40840;MC;NA;2;18;F;1824;NEP
053620008008-94;053620008008;100mN30977E40840;MC;NA;2;20;M;1824;EMP
053620008008-95;053620008008;100mN30977E40840;S;NA;1;53;F;5064;NEP
053620008008-96;053620008008;100mN31052E40881;MC;NA;2;52;F;5064;EMP
053620008008-96;053620008008;100mN31052E40881;MC;NA;2;55;F;5064;NEP
053620008008-97;053620008008;100mN30977E40840;S;NA;1;40;F;4049;NEP
053620008008-98;053620008008;100mN30994E40842;S;NA;1;51;M;5064;NEP
053620008008-99;053620008008;100mN31051E40884;NA;OS;3;59;F;5064;NEP
053620008008-99;053620008008;100mN31051E40884;NA;OS;3;50;F;5064;NEP
053620008008-99;053620008008;100mN31051E40884;NA;OS;3;86;M;75XX;EMP
053620008008-100;053620008008;100mN31051E40884;S;NA;1;44;M;4049;EMP
053620008008-101;053620008008;100mN30997E40830;MC;NA;2;45;M;4049;EMP
053620008008-101;053620008008;100mN30997E40830;MC;NA;2;44;M;4049;EMP
053620008008-102;053620008008;100mN30989E40851;MC;NA;3;61;F;5064;NEP
053620008008-102;053620008008;100mN30989E40851;MC;NA;3;56;F;5064;NEP
053620008008-102;053620008008;100mN30989E40851;MC;NA;3;11;F;0614;NEP
053620008008-103;053620008008;100mN31022E40883;S;OS;1;41;F;4049;NEP
053620008008-104;053620008008;100mN30982E40848;MC;MIX;2;73;M;6574;NEP
053620008008-104;053620008008;100mN30982E40848;MC;MIX;2;44;F;4049;NEP
053620008008-105;053620008008;100mN30982E40848;MC;MIX;2;78;F;75XX;EMP
053620008008-105;053620008008;100mN30982E40848;MC;MIX;2;36;M;3039;NEP
053620008008-106;053620008008;100mN30998E40932;S;NA;1;48;M;4049;UEP
053620008008-107;053620008008;100mN30982E40848;MC;NA;2;32;M;3039;EMP
053620008008-107;053620008008;100mN30982E40848;MC;NA;2;30;M;3039;EMP
053620008008-108;053620008008;100mN31000E40923;MC;NA;2;48;F;4049;EMP
053620008008-108;053620008008;100mN31000E40923;MC;NA;2;57;M;5064;EMP
053620008008-109;053620008008;100mN31013E40886;MC;NA;2;54;M;5064;NEP
053620008008-109;053620008008;100mN31013E40886;MC;NA;2;54;M;5064;EMP
053620008008-110;053620008008;100mN30982E40848;MC;NA;6;62;F;5064;EMP
053620008008-110;053620008008;100mN30982E40848;MC;NA;6;62;F;5064;NEP
053620008008-110;053620008008;100mN30982E40848;MC;NA;6;1;M;0003;NEP
053620008008-110;053620008008;100mN30982E40848;MC;NA;6;4;M;0305;NEP
053620008008-110;053620008008;100mN30982E40848;MC;NA;6;44;M;4049;EMP
053620008008-110;053620008008;100mN30982E40848;MC;NA;6;28;F;2529;EMP
053620008008-111;053620008008;100mN30982E40848;MC;NA;4;53;F;5064;NEP
053620008008-111;053620008008;100mN30982E40848;MC;NA;4;54;M;5064;NEP
053620008008-111;053620008008;100mN30982E40848;MC;NA;4;23;M;1824;EMP
053620008008-111;053620008008;100mN30982E40848;MC;NA;4;9;M;0614;NEP
053620008008-112;053620008008;100mN30982E40848;S;NA;1;44;M;4049;EMP
053620008008-113;053620008008;100mN30982E40848;SF;NA;3;52;F;5064;EMP
053620008008-113;053620008008;100mN30982E40848;SF;NA;3;16;M;1517;EMP
053620008008-113;053620008008;100mN30982E40848;SF;NA;3;0;F;0003;NEP
053620008008-114;053620008008;100mN30992E40855;S;OS;1;44;F;4049;NEP
053620008008-115;053620008008;100mN30982E40848;SF;NA;3;40;M;4049;NEP
053620008008-115;053620008008;100mN30982E40848;SF;NA;3;16;M;1517;NEP
053620008008-115;053620008008;100mN30982E40848;SF;NA;3;4;M;0305;NEP
053620008008-116;053620008008;100mN30976E40874;S;NA;1;43;M;4049;NEP
053620008008-117;053620008008;100mN31026E40881;S;OS;1;57;F;5064;NEP
053620008008-118;053620008008;100mN30968E40872;MC;OS;2;68;M;6574;EMP
053620008008-118;053620008008;100mN30968E40872;MC;OS;2;77;F;75XX;EMP
053620008008-119;053620008008;100mN30993E40848;MC;OS;3;86;F;75XX;NEP
053620008008-119;053620008008;100mN30993E40848;MC;OS;3;6;M;0614;NEP
053620008008-119;053620008008;100mN30993E40848;MC;OS;3;71;M;6574;EMP
053620008008-120;053620008008;100mN30958E40858;S;NA;1;53;F;5064;NEP
053620008008-121;053620008008;100mN30972E40878;S;NA;1;51;M;5064;EMP
053620008008-122;053620008008;100mN30999E40928;PO;NA;5;48;M;4049;NEP
053620008008-122;053620008008;100mN30999E40928;PO;NA;5;43;F;4049;NEP
053620008008-122;053620008008;100mN30999E40928;PO;NA;5;11;F;0614;NEP
053620008008-122;053620008008;100mN30999E40928;PO;NA;5;13;F;0614;NEP
053620008008-122;053620008008;100mN30999E40928;PO;NA;5;16;F;1517;NEP
053620008008-123;053620008008;100mN30982E40848;MC;MIX;4;68;F;6574;NEP
053620008008-123;053620008008;100mN30982E40848;MC;MIX;4;56;M;5064;NEP
053620008008-123;053620008008;100mN30982E40848;MC;MIX;4;47;M;4049;NEP
053620008008-123;053620008008;100mN30982E40848;MC;MIX;4;34;F;3039;NEP
053620008008-124;053620008008;100mN30967E40871;S;NA;1;35;F;3039;EMP
053620008008-125;053620008008;100mN30984E40848;MC;NA;2;56;F;5064;EMP
053620008008-125;053620008008;100mN30984E40848;MC;NA;2;56;M;5064;EMP
053620008008-126;053620008008;100mN31009E40887;MC;NA;2;34;F;3039;EMP
053620008008-126;053620008008;100mN31009E40887;MC;NA;2;30;M;3039;NEP
053620008008-127;053620008008;100mN30981E40852;MC;NA;2;31;F;3039;EMP
053620008008-127;053620008008;100mN30981E40852;MC;NA;2;36;F;3039;EMP
053620008008-128;053620008008;100mN30982E40848;NA;NA;2;31;F;3039;NEP
053620008008-128;053620008008;100mN30982E40848;NA;NA;2;22;M;1824;EMP
053620008008-129;053620008008;100mN30982E40848;S;NA;1;41;M;4049;NEP
053620008008-130;053620008008;100mN31050E40884;S;OS;1;36;M;3039;EMP
053620008008-131;053620008008;100mN30981E40843;S;NA;1;41;F;4049;NEP
053620008008-132;053620008008;100mN31006E40923;PO;MIX;5;66;F;6574;EMP
053620008008-132;053620008008;100mN31006E40923;PO;MIX;5;38;F;3039;EMP
053620008008-132;053620008008;100mN31006E40923;PO;MIX;5;45;M;4049;EMP
053620008008-132;053620008008;100mN31006E40923;PO;MIX;5;7;M;0614;NEP
053620008008-132;053620008008;100mN31006E40923;PO;MIX;5;19;F;1824;EMP
053620008008-133;053620008008;100mN30973E40884;MC;NA;2;43;M;4049;EMP
053620008008-133;053620008008;100mN30973E40884;MC;NA;2;41;M;4049;EMP
053620008008-134;053620008008;100mN30957E40863;PO;NA;3;43;M;4049;UEP
053620008008-134;053620008008;100mN30957E40863;PO;NA;3;34;F;3039;EMP
053620008008-134;053620008008;100mN30957E40863;PO;NA;3;16;M;1517;EMP
053620008008-135;053620008008;100mN30994E40854;S;NA;1;42;F;4049;EMP
053620008008-136;053620008008;100mN30980E40853;S;OS;1;26;M;2529;NEP
053620008008-137;053620008008;100mN30982E40848;S;NA;1;16;F;1517;NEP
053620008008-138;053620008008;100mN30966E40869;S;NA;1;19;M;1824;EMP
053620008008-139;053620008008;100mN31011E40883;SF;NA;2;57;F;5064;EMP
053620008008-139;053620008008;100mN31011E40883;SF;NA;2;4;M;0305;NEP
053620008008-140;053620008008;100mN30992E40851;S;OS;1;70;F;6574;EMP
053620008008-141;053620008008;100mN30958E40885;MC;NA;4;63;F;5064;EMP
053620008008-141;053620008008;100mN30958E40885;MC;NA;4;61;M;5064;EMP
053620008008-141;053620008008;100mN30958E40885;MC;NA;4;48;F;4049;NEP
053620008008-141;053620008008;100mN30958E40885;MC;NA;4;6;F;0614;NEP
053620008008-142;053620008008;100mN31000E40928;SF;NA;2;41;F;4049;EMP
053620008008-142;053620008008;100mN31000E40928;SF;NA;2;9;M;0614;NEP
053620008008-143;053620008008;100mN31002E40927;NA;NA;2;60;M;5064;EMP
053620008008-143;053620008008;100mN31002E40927;NA;NA;2;69;F;6574;EMP
053620008008-144;053620008008;100mN30986E40852;MC;OS;2;67;F;6574;EMP
053620008008-144;053620008008;100mN30986E40852;MC;OS;2;69;M;6574;EMP
053620008008-145;053620008008;100mN30982E40848;SF;MIX;2;65;F;6574;NEP
053620008008-145;053620008008;100mN30982E40848;SF;MIX;2;11;M;0614;NEP
053620008008-146;053620008008;100mN30970E40873;S;OS;1;57;M;5064;NEP
053620008008-147;053620008008;100mN30982E40848;MC;NA;2;62;F;5064;EMP
053620008008-147;053620008008;100mN30982E40848;MC;NA;2;63;F;5064;NEP
053620008008-148;053620008008;100mN30982E40848;S;NA;1;43;F;4049;EMP
053620008008-149;053620008008;100mN30982E40848;MC;NA;2;42;F;4049;EMP
053620008008-149;053620008008;100mN30982E40848;MC;NA;2;47;F;4049;NEP
053620008008-150;053620008008;100mN30982E40848;S;NA;1;58;M;5064;NEP
053620008008-151;053620008008;100mN30961E40861;S;OS;1;57;M;5064;NEP
053620008008-152;053620008008;100mN30994E40843;S;NA;1;43;M;4049;NEP
053620008008-153;053620008008;100mN31030E40921;MC;OS;3;76;F;75XX;NEP
053620008008-153;053620008008;100mN31030E40921;MC;OS;3;83;M;75XX;EMP
053620008008-153;053620008008;100mN31030E40921;MC;OS;3;66;F;6574;NEP
053620008008-154;053620008008;100mN30981E40849;S;NA;1;61;F;5064;EMP
053620008008-155;053620008008;100mN31023E40881;MC;NA;2;60;F;5064;EMP
053620008008-155;053620008008;100mN31023E40881;MC;NA;2;32;F;3039;NEP
053620008008-156;053620008008;100mN30969E40890;S;NA;1;63;M;5064;NEP
053620008008-157;053620008008;100mN30961E40861;S;OS;1;57;M;5064;NEP
053620008008-158;053620008008;100mN30982E40848;PO;MIX;3;73;F;6574;NEP
053620008008-158;053620008008;100mN30982E40848;PO;MIX;3;55;F;5064;EMP
053620008008-158;053620008008;100mN30982E40848;PO;MIX;3;58;F;5064;EMP
053620008008-159;053620008008;100mN30982E40848;SF;NA;2;60;M;5064;EMP
053620008008-159;053620008008;100mN30982E40848;SF;NA;2;33;F;3039;EMP
053620008008-160;053620008008;100mN30988E40836;MC;NA;2;30;M;3039;EMP
053620008008-160;053620008008;100mN30988E40836;MC;NA;2;32;F;3039;EMP
053620008008-161;053620008008;100mN30982E40848;MC;NA;2;55;F;5064;EMP
053620008008-161;053620008008;100mN30982E40848;MC;NA;2;63;M;5064;NEP
053620008008-162;053620008008;100mN31005E40825;MC;NA;4;47;F;4049;EMP
053620008008-162;053620008008;100mN31005E40825;MC;NA;4;55;M;5064;NEP
053620008008-162;053620008008;100mN31005E40825;MC;NA;4;22;F;1824;EMP
053620008008-162;053620008008;100mN31005E40825;MC;NA;4;15;F;1517;EMP
053620008008-163;053620008008;100mN30982E40848;S;NA;1;62;M;5064;NEP
