household_id;municipality_id;grid_id;HLA;HSC;HSI;age;SEX;AG2;EMP
059780036036-54;059780036036;100mN31599E41616;MC;OS;2;86;M;75XX;EMP
059780036036-54;059780036036;100mN31599E41616;MC;OS;2;83;M;75XX;EMP
059780036036-55;059780036036;100mN31609E41612;MC;MIX;3;82;F;75XX;NEP
059780036036-55;059780036036;100mN31609E41612;MC;MIX;3;34;F;3039;NEP
059780036036-55;059780036036;100mN31609E41612;MC;MIX;3;40;F;4049;NEP
059780036036-56;059780036036;100mN31599E41604;MC;MIX;2;78;F;75XX;NEP
059780036036-56;059780036036;100mN31599E41604;MC;MIX;2;73;M;6574;EMP
059780036036-57;059780036036;100mN31603E41602;MC;MIX;3;71;F;6574;EMP
059780036036-57;059780036036;100mN31603E41602;MC;MIX;3;45;M;4049;EMP
059780036036-57;059780036036;100mN31603E41602;MC;MIX;3;42;M;4049;NEP
059780036036-58;059780036036;100mN31599E41616;MC;NA;3;19;F;1824;EMP
059780036036-58;059780036036;100mN31599E41616;MC;NA;3;21;F;1824;EMP
059780036036-58;059780036036;100mN31599E41616;MC;NA;3;4;M;0305;NEP
059780036036-59;059780036036;100mN31599E41616;SF;NA;2;63;M;5064;EMP
059780036036-59;059780036036;100mN31599E41616;SF;NA;2;10;M;0614;NEP
059780036036-60;059780036036;100mN31610E41600;MC;OS;3;65;F;6574;EMP
059780036036-60;059780036036;100mN31610E41600;MC;OS;3;70;F;6574;NEP
059780036036-60;059780036036;100mN31610E41600;MC;OS;3;86;F;75XX;EMP
059780036036-61;059780036036;100mN31599E41616;MC;OS;2;79;M;75XX;EMP
059780036036-61;059780036036;100mN31599E41616;MC;OS;2;77;F;75XX;NEP
059780036036-62;059780036036;100mN31611E41576;MC;NA;2;41;F;4049;EMP
059780036036-62;059780036036;100mN31611E41576;MC;NA;2;46;F;4049;NEP
059780036036-63;059780036036;100mN31599E41616;S;NA;1;41;F;4049;NEP
059780036036-64;059780036036;100mN31615E41568;S;OS;1;61;M;5064;EMP
059780036036-65;059780036036;100mN31599E41616;S;NA;1;68;F;6574;EMP
059780036036-66;059780036036;100mN31599E41616;MC;NA;4;41;M;4049;EMP
059780036036-66;059780036036;100mN31599E41616;MC;NA;4;40;F;4049;EMP
059780036036-66;059780036036;100mN31599E41616;MC;NA;4;8;M;0614;NEP
059780036036-66;059780036036;100mN31599E41616;MC;NA;4;2;M;0003;NEP
059780036036-67;059780036036;100mN31632E41612;S;NA;1;54;M;5064;UEP
059780036036-68;059780036036;100mN31613E41598;PO;MIX;2;80;M;75XX;EMP
059780036036-68;059780036036;100mN31613E41598;PO;MIX;2;70;M;6574;NEP
059780036036-69;059780036036;100mN31645E41627;MC;NA;2;55;M;5064;EMP
059780036036-69;059780036036;100mN31645E41627;MC;NA;2;50;F;5064;EMP
059780036036-70;059780036036;100mN31607E41611;MC;NA;2;38;F;3039;EMP
059780036036-70;059780036036;100mN31607E41611;MC;NA;2;46;F;4049;EMP
059780036036-71;059780036036;100mN31615E41630;S;OS;1;48;F;4049;EMP
059780036036-72;059780036036;100mN31613E41597;S;NA;1;46;F;4049;EMP
059780036036-73;059780036036;100mN31612E41691;MC;NA;3;54;F;5064;EMP
059780036036-73;059780036036;100mN31612E41691;MC;NA;3;62;M;5064;NEP
059780036036-73;059780036036;100mN31612E41691;MC;NA;3;7;F;0614;NEP
059780036036-74;059780036036;100mN31614E41641;S;NA;1;65;M;6574;NEP
059780036036-75;059780036036;100mN31612E41691;S;NA;1;34;M;3039;NEP
059780036036-76;059780036036;100mN31625E41610;MC;NA;2;31;F;3039;EMP
059780036036-76;059780036036;100mN31625E41610;MC;NA;2;40;F;4049;NEP
059780036036-77;059780036036;100mN31612E41691;S;NA;1;63;M;5064;NEP
059780036036-78;059780036036;100mN31612E41691;PO;OS;3;87;M;75XX;EMP
059780036036-78;059780036036;100mN31612E41691;PO;OS;3;85;F;75XX;NEP
059780036036-78;059780036036;100mN31612E41691;PO;OS;3;86;F;75XX;EMP
059780036036-79;059780036036;100mN31612E41691;SF;MIX;2;70;M;6574;EMP
059780036036-79;059780036036;100mN31612E41691;SF;MIX;2;41;F;4049;NEP
059780036036-80;059780036036;100mN31612E41691;MC;NA;2;61;F;5064;EMP
059780036036-80;059780036036;100mN31612E41691;MC;NA;2;63;F;5064;NEP
059780036036-81;059780036036;100mN31620E41693;MC;MIX;2;68;M;6574;NEP
059780036036-81;059780036036;100mN31620E41693;MC;MIX;2;48;M;4049;EMP
059780036036-82;059780036036;100mN31617E41630;MC;OS;2;81;F;75XX;EMP
059780036036-82;059780036036;100mN31617E41630;MC;OS;2;84;M;75XX;NEP
059780036036-83;059780036036;100mN31612E41691;PO;OS;2;70;M;6574;EMP
059780036036-83;059780036036;100mN31612E41691;PO;OS;2;69;F;6574;NEP
059780036036-84;059780036036;100mN31585E41632;S;NA;1;48;F;4049;EMP
059780036036-85;059780036036;100mN31599E41617;MC;NA;2;23;M;1824;EMP
059780036036-85;059780036036;100mN31599E41617;MC;NA;2;18;F;1824;EMP
059780036036-86;059780036036;100mN31597E41592;S;NA;1;53;F;5064;EMP
059780036036-87;059780036036;100mN31626E41692;S;NA;1;40;F;4049;NEP
059780036036-88;059780036036;100mN31598E41588;MC;MIX;3;75;F;75XX;NEP
059780036036-88;059780036036;100mN31598E41588;MC;MIX;3;60;M;5064;EMP
059780036036-88;059780036036;100mN31598E41588;MC;MIX;3;44;F;4049;EMP
059780036036-89;059780036036;100mN31629E41601;SF;NA;3;58;F;5064;EMP
059780036036-89;059780036036;100mN31629E41601;SF;NA;3;12;F;0614;NEP
059780036036-89;059780036036;100mN31629E41601;SF;NA;3;36;M;3039;EMP
059780036036-90;059780036036;100mN31634E41604;MC;NA;2;46;F;4049;EMP
059780036036-90;059780036036;100mN31634E41604;MC;NA;2;56;M;5064;EMP
059780036036-91;059780036036;100mN31612E41691;MC;NA;4;54;M;5064;EMP
059780036036-91;059780036036;100mN31612E41691;MC;NA;4;18;F;1824;NEP
059780036036-91;059780036036;100mN31612E41691;MC;NA;4;16;F;1517;EMP
059780036036-91;059780036036;100mN31612E41691;MC;NA;4;11;F;0614;NEP
059780036036-92;059780036036;100mN31598E41614;MC;NA;4;22;F;1824;EMP
059780036036-92;059780036036;100mN31598E41614;MC;NA;4;27;M;2529;EMP
059780036036-92;059780036036;100mN31598E41614;MC;NA;4;6;M;0614;NEP
059780036036-92;059780036036;100mN31598E41614;MC;NA;4;4;M;0305;NEP
059780036036-93;059780036036;100mN31626E41601;MC;MIX;2;85;F;75XX;EMP
059780036036-93;059780036036;100mN31626E41601;MC;MIX;2;19;F;1824;EMP
059780036036-94;059780036036;100mN31607E41599;S;NA;1;46;M;4049;EMP
059780036036-95;059780036036;100mN31607E41606;S;NA;1;69;M;6574;EMP
059780036036-96;059780036036;100mN31605E41598;PO;OS;2;80;M;75XX;NEP
059780036036-96;059780036036;100mN31605E41598;PO;OS;2;73;M;6574;NEP
059780036036-97;059780036036;100mN31617E41603;SM;MIX;2;75;F;75XX;NEP
059780036036-97;059780036036;100mN31617E41603;SM;MIX;2;11;M;0614;NEP
059780036036-98;059780036036;100mN31617E41586;MC;NA;2;52;F;5064;EMP
059780036036-98;059780036036;100mN31617E41586;MC;NA;2;61;M;5064;EMP
059780036036-99;059780036036;100mN31589E41633;S;NA;1;23;M;1824;EMP
059780036036-100;059780036036;100mN31614E41603;S;NA;1;33;M;3039;EMP
059780036036-101;059780036036;100mN31643E41625;S;OS;1;69;M;6574;EMP
059780036036-102;059780036036;100mN31630E41599;S;NA;1;66;F;6574;UEP
059780036036-103;059780036036;100mN31600E41616;MC;MIX;2;75;F;75XX;EMP
059780036036-103;059780036036;100mN31600E41616;MC;MIX;2;4;M;0305;NEP
059780036036-104;059780036036;100mN31603E41596;MC;MIX;2;70;M;6574;EMP
059780036036-104;059780036036;100mN31603E41596;MC;MIX;2;61;F;5064;EMP
059780036036-105;059780036036;100mN31596E41594;S;NA;1;75;M;75XX;EMP
059780036036-106;059780036036;100mN31596E41594;S;NA;1;18;M;1824;EMP
059780036036-107;059780036036;100mN31596E41594;S;OS;1;62;M;5064;EMP
059780036036-108;059780036036;100mN31611E41582;MC;OS;2;69;M;6574;EMP
059780036036-108;059780036036;100mN31611E41582;MC;OS;2;68;M;6574;NEP
059780036036-109;059780036036;100mN31627E41609;MC;NA;3;51;M;5064;NEP
059780036036-109;059780036036;100mN31627E41609;MC;NA;3;46;F;4049;UEP
059780036036-109;059780036036;100mN31627E41609;MC;NA;3;26;M;2529;EMP
059780036036-110;059780036036;100mN31639E41605;SF;NA;3;44;M;4049;EMP
059780036036-110;059780036036;100mN31639E41605;SF;NA;3;10;M;0614;NEP
059780036036-110;059780036036;100mN31639E41605;SF;NA;3;22;M;1824;EMP
059780036036-111;059780036036;100mN31568E41584;MC;NA;2;41;M;4049;NEP
059780036036-111;059780036036;100mN31568E41584;MC;NA;2;34;F;3039;EMP
059780036036-112;059780036036;100mN31603E41597;S;OS;1;63;M;5064;EMP
059780036036-113;059780036036;100mN31604E41608;MC;NA;5;19;F;1824;NEP
059780036036-113;059780036036;100mN31604E41608;MC;NA;5;27;M;2529;EMP
059780036036-113;059780036036;100mN31604E41608;MC;NA;5;3;M;0305;NEP
059780036036-113;059780036036;100mN31604E41608;MC;NA;5;3;F;0305;NEP
059780036036-113;059780036036;100mN31604E41608;MC;NA;5;2;F;0003;NEP
059780036036-114;059780036036;100mN31599E41610;MC;MIX;3;73;M;6574;EMP
059780036036-114;059780036036;100mN31599E41610;MC;MIX;3;33;F;3039;EMP
059780036036-114;059780036036;100mN31599E41610;MC;MIX;3;33;F;3039;NEP
059780036036-115;059780036036;100mN31596E41594;MC;MIX;4;76;M;75XX;NEP
059780036036-115;059780036036;100mN31596E41594;MC;MIX;4;38;M;3039;EMP
059780036036-115;059780036036;100mN31596E41594;MC;MIX;4;35;M;3039;NEP
059780036036-115;059780036036;100mN31596E41594;MC;MIX;4;8;M;0614;NEP
059780036036-116;059780036036;100mN31612E41576;MC;NA;4;59;F;5064;NEP
059780036036-116;059780036036;100mN31612E41576;MC;NA;4;63;M;5064;EMP
059780036036-116;059780036036;100mN31612E41576;MC;NA;4;7;F;0614;NEP
059780036036-116;059780036036;100mN31612E41576;MC;NA;4;15;F;1517;EMP
059780036036-117;059780036036;100mN31624E41694;MC;NA;5;48;F;4049;NEP
059780036036-117;059780036036;100mN31624E41694;MC;NA;5;52;F;5064;NEP
059780036036-117;059780036036;100mN31624E41694;MC;NA;5;15;M;1517;EMP
059780036036-117;059780036036;100mN31624E41694;MC;NA;5;7;F;0614;NEP
059780036036-117;059780036036;100mN31624E41694;MC;NA;5;16;M;1517;NEP
059780036036-118;059780036036;100mN31596E41594;MC;MIX;4;81;M;75XX;EMP
059780036036-118;059780036036;100mN31596E41594;MC;MIX;4;58;M;5064;UEP
059780036036-118;059780036036;100mN31596E41594;MC;MIX;4;57;F;5064;NEP
059780036036-118;059780036036;100mN31596E41594;MC;MIX;4;10;M;0614;NEP
059780036036-119;059780036036;100mN31630E41599;MC;NA;2;36;M;3039;NEP
059780036036-119;059780036036;100mN31630E41599;MC;NA;2;31;F;3039;NEP
059780036036-120;059780036036;100mN31595E41600;S;OS;1;53;M;5064;EMP
059780036036-121;059780036036;100mN31596E41594;SM;NA;5;68;F;6574;NEP
059780036036-121;059780036036;100mN31596E41594;SM;NA;5;16;F;1517;NEP
059780036036-121;059780036036;100mN31596E41594;SM;NA;5;15;F;1517;NEP
059780036036-121;059780036036;100mN31596E41594;SM;NA;5;6;F;0614;NEP
059780036036-121;059780036036;100mN31596E41594;SM;NA;5;11;F;0614;NEP
059780036036-122;059780036036;100mN31596E41594;MC;NA;2;33;M;3039;EMP
059780036036-122;059780036036;100mN31596E41594;MC;NA;2;32;M;3039;EMP
059780036036-123;059780036036;100mN31627E41691;S;OS;1;26;M;2529;EMP
059780036036-124;059780036036;100mN31596E41594;MC;NA;3;48;M;4049;NEP
059780036036-124;059780036036;100mN31596E41594;MC;NA;3;42;F;4049;EMP
059780036036-124;059780036036;100mN31596E41594;MC;NA;3;31;F;3039;EMP
059780036036-125;059780036036;100mN31614E41599;MC;MIX;2;70;M;6574;EMP
059780036036-125;059780036036;100mN31614E41599;MC;MIX;2;53;F;5064;NEP
059780036036-126;059780036036;100mN31620E41657;S;NA;1;18;M;1824;EMP
059780036036-127;059780036036;100mN31599E41590;MC;NA;2;59;M;5064;EMP
059780036036-127;059780036036;100mN31599E41590;MC;NA;2;58;M;5064;NEP
059780036036-128;059780036036;100mN31586E41593;MC;NA;3;38;M;3039;EMP
059780036036-128;059780036036;100mN31586E41593;MC;NA;3;33;F;3039;NEP
059780036036-128;059780036036;100mN31586E41593;MC;NA;3;12;M;0614;NEP
059780036036-129;059780036036;100mN31619E41586;S;OS;1;51;M;5064;NEP
059780036036-130;059780036036;100mN31596E41594;MC;OS;3;86;M;75XX;EMP
059780036036-130;059780036036;100mN31596E41594;MC;OS;3;85;F;75XX;UEP
059780036036-130;059780036036;100mN31596E41594;MC;OS;3;67;M;6574;NEP
059780036036-131;059780036036;100mN31596E41594;S;NA;1;53;M;5064;EMP
059780036036-132;059780036036;100mN31633E41593;S;NA;1;21;M;1824;EMP
059780036036-133;059780036036;100mN31607E41612;MC;NA;2;55;F;5064;NEP
059780036036-133;059780036036;100mN31607E41612;MC;NA;2;57;F;5064;NEP
059780036036-134;059780036036;100mN31596E41594;MC;OS;2;73;M;6574;EMP
059780036036-134;059780036036;100mN31596E41594;MC;OS;2;70;M;6574;NEP
059780036036-135;059780036036;100mN31604E41576;MC;NA;3;44;F;4049;NEP
059780036036-135;059780036036;100mN31604E41576;MC;NA;3;46;M;4049;EMP
059780036036-135;059780036036;100mN31604E41576;MC;NA;3;19;M;1824;EMP
059780036036-136;059780036036;100mN31599E41596;SF;NA;3;61;F;5064;NEP
059780036036-136;059780036036;100mN31599E41596;SF;NA;3;10;M;0614;NEP
059780036036-136;059780036036;100mN31599E41596;SF;NA;3;9;M;0614;NEP
059780036036-137;059780036036;100mN31596E41594;S;NA;1;85;F;75XX;UEP
059780036036-138;059780036036;100mN31604E41599;MC;NA;6;46;F;4049;NEP
059780036036-138;059780036036;100mN31604E41599;MC;NA;6;61;M;5064;NEP
059780036036-138;059780036036;100mN31604E41599;MC;NA;6;1;M;0003;NEP
059780036036-138;059780036036;100mN31604E41599;MC;NA;6;11;F;0614;NEP
059780036036-138;059780036036;100mN31604E41599;MC;NA;6;4;F;0305;NEP
059780036036-138;059780036036;100mN31604E41599;MC;NA;6;15;M;1517;NEP
059780036036-139;059780036036;100mN31622E41692;S;OS;1;57;F;5064;EMP
059780036036-140;059780036036;100mN31617E41693;MC;NA;4;45;M;4049;EMP
059780036036-140;059780036036;100mN31617E41693;MC;NA;4;43;M;4049;NEP
059780036036-140;059780036036;100mN31617E41693;MC;NA;4;18;F;1824;NEP
059780036036-140;059780036036;100mN31617E41693;MC;NA;4;27;F;2529;EMP
059780036036-141;059780036036;100mN31616E41577;S;NA;1;69;M;6574;NEP
059780036036-142;059780036036;100mN31570E41584;S;NA;1;86;F;75XX;NEP
059780036036-143;059780036036;100mN31604E41613;MC;NA;2;62;F;5064;NEP
059780036036-143;059780036036;100mN31604E41613;MC;NA;2;55;F;5064;EMP
059780036036-144;059780036036;100mN31607E41605;S;OS;1;51;F;5064;EMP
059780036036-145;059780036036;100mN31625E41610;S;OS;1;70;F;6574;EMP
059780036036-146;059780036036;100mN31610E41602;MC;NA;2;61;F;5064;NEP
059780036036-146;059780036036;100mN31610E41602;MC;NA;2;28;M;2529;UEP
059780036036-147;059780036036;100mN31596E41599;S;NA;1;77;M;75XX;EMP
059780036036-148;059780036036;100mN31596E41594;MC;NA;2;31;M;3039;EMP
059780036036-148;059780036036;100mN31596E41594;MC;NA;2;36;F;3039;NEP
059780036036-149;059780036036;100mN31617E41607;PO;OS;2;68;M;6574;NEP
059780036036-149;059780036036;100mN31617E41607;PO;OS;2;76;F;75XX;NEP
059780036036-150;059780036036;100mN31609E41592;MC;NA;3;30;F;3039;NEP
059780036036-150;059780036036;100mN31609E41592;MC;NA;3;33;F;3039;NEP
059780036036-150;059780036036;100mN31609E41592;MC;NA;3;11;F;0614;NEP
059780036036-151;059780036036;100mN31596E41594;S;NA;1;83;F;75XX;EMP
059780036036-152;059780036036;100mN31596E41594;MC;NA;2;44;M;4049;EMP
059780036036-152;059780036036;100mN31596E41594;MC;NA;2;44;M;4049;NEP
059780036036-153;059780036036;100mN31596E41594;S;NA;1;20;M;1824;EMP
059780036036-154;059780036036;100mN31596E41594;S;NA;1;43;M;4049;EMP
059780036036-155;059780036036;100mN31632E41594;MC;OS;5;66;F;6574;NEP
059780036036-155;059780036036;100mN31632E41594;MC;OS;5;65;M;6574;NEP
059780036036-155;059780036036;100mN31632E41594;MC;OS;5;73;F;6574;NEP
059780036036-155;059780036036;100mN31632E41594;MC;OS;5;67;M;6574;NEP
059780036036-155;059780036036;100mN31632E41594;MC;OS;5;73;F;6574;EMP
059780036036-156;059780036036;100mN31594E41594;MC;NA;3;50;F;5064;EMP
059780036036-156;059780036036;100mN31594E41594;MC;NA;3;50;M;5064;EMP
059780036036-156;059780036036;100mN31594E41594;MC;NA;3;7;F;0614;NEP
059780036036-157;059780036036;100mN31596E41594;MC;NA;2;36;M;3039;EMP
059780036036-157;059780036036;100mN31596E41594;MC;NA;2;33;F;3039;EMP
059780036036-158;059780036036;100mN31609E41606;MC;NA;2;45;M;4049;NEP
059780036036-158;059780036036;100mN31609E41606;MC;NA;2;45;M;4049;EMP
059780036036-159;059780036036;100mN31610E41644;MC;OS;2;70;M;6574;NEP
059780036036-159;059780036036;100mN31610E41644;MC;OS;2;70;F;6574;EMP
059780036036-160;059780036036;100mN31571E41595;MC;MIX;4;75;F;75XX;UEP
059780036036-160;059780036036;100mN31571E41595;MC;MIX;4;60;F;5064;NEP
059780036036-160;059780036036;100mN31571E41595;MC;MIX;4;63;F;5064;NEP
059780036036-160;059780036036;100mN31571E41595;MC;MIX;4;42;M;4049;NEP
059780036036-161;059780036036;100mN31594E41595;S;NA;1;52;M;5064;EMP
059780036036-162;059780036036;100mN31632E41611;SF;NA;2;62;M;5064;NEP
059780036036-162;059780036036;100mN31632E41611;SF;NA;2;28;M;2529;NEP
059780036036-163;059780036036;100mN31632E41592;PO;NA;2;43;M;4049;EMP
059780036036-163;059780036036;100mN31632E41592;PO;NA;2;40;F;4049;EMP
